cod_pedido,regiao_pais,produto,valor,quantidade,valor_total_bruto,data,estado,formapagto,centro_distribuicao,responsavelpedido,valor_comissao,lucro_liquido,categoriaprod
110885,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"6,65",83.0,"551,95",24/12/2021,Amazonas,Cartao Débito,Rapid Pink,Silvia,"12,45","124,5",Petisco
110898,Sudeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"6,65",5.0,"33,25",23/03/2021,Minas Gerais,Cartao Crédito,Papa Léguas,Monique,"0,75","7,5",Petisco
110908,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"42,56",83.0,"3532,48",1/10/2021,Tocantins,Cartao Débito,Rapid Pink,Dolores,"106,24","1062,4",Petisco
110918,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"46,55",83.0,"3863,65",3/10/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,"116,2",1162,Petisco
110959,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"131,67",83.0,"10928,61",12/10/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"410,85","4930,2",Acessório
110960,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"117,04",5.0,"585,2",18/09/2021,Amazonas,Pix,Rapid Pink,Silvia,22,264,Acessório
110989,Centro Oeste,Bandana Disney Mickey Fábrica Petti ,"14,63",83.0,"1214,29",14/02/2021,Distrito Federal,Pix,Graos Blue,Lucia,"18,26","639,1",Acessório
110997,Sudeste,Bandana Disney Mickey Fábrica Petti ,"7,98",83.0,"662,34",4/10/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"9,96","348,6",Acessório
111006,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",13/03/2021,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
111007,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",19/09/2021,Rondônia,Dinheiro,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
111009,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",23/08/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
111013,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",24/08/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
111014,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",4/1/2021,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
111019,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",8/4/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Alimentacao
111021,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",12/8/2021,Piauí,Cartao Crédito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
111022,Sudeste,Biscoito  True Champion 300g,"22,61",5.0,"113,05",24/07/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"1,7",34,Alimentacao
111025,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",15/12/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
111026,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",6/8/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
111031,Norte,Bola Pet Vinil Big Blue,"29,26",83.0,"2428,58",10/2/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"36,52","730,4",Brinquedo
111037,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",6/4/2021,Mato Grosso,Pix,Graos Blue,Andressa,"1,52","30,4",Brinquedo
111044,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",16/12/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
111045,Nordeste,Bola Pet Vinil Big Blue,"27,93",83.0,"2318,19",15/02/2021,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"34,86","697,2",Brinquedo
111046,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",22/01/2021,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
111053,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",28/03/2021,Rio Grande do Sul,Pix,Tree True,Vivian,"1,6",32,Brinquedo
111059,Norte,Cama média almofadada Pity,"71,82",83.0,"5961,06",11/2/2021,Roraima,Pix,Rapid Pink,Adriana,"44,82","2689,2",Acessório
111083,Norte,Penas Gatito,"18,62",83.0,"1545,46",11/10/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"11,62","836,64",Brinquedo
111084,Norte,Penas Gatito,"22,61",5.0,"113,05",22/08/2021,Roraima,Cartao Crédito,Rapid Pink,Adriana,"0,85","61,2",Brinquedo
111126,Sul,Mordedor de Corda Bola,"15,96",83.0,"1324,68",25/12/2021,Paraná,Pix,Tree True,Beatriz,"29,88","517,92",Brinquedo
111136,Centro Oeste,Roupa para Gato Petti,"58,52",83.0,"4857,16",24/12/2021,Goiás,Dinheiro,Graos Blue,Maria Clara,"109,56","1899,04",Acessório
111139,Centro Oeste,Roupa para Gato Petti,"55,86",83.0,"4636,38",11/10/2021,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"104,58","1812,72",Acessório
111146,Sudeste,Roupa para Gato Petti,"37,24",5.0,"186,2",15/08/2021,Piauí,Cartao Crédito,Gold Beach,Cristian,"4,2","72,8",Acessório
111154,Norte,Roupa para Cao Billaboard,"58,52",83.0,"4857,16",23/12/2021,Acre,Cartao Débito,Rapid Pink,Carlos,"109,56","2008,6",Acessório
111161,Centro Oeste,Roupa para Cao Billaboard,"50,54",83.0,"4194,82",3/10/2021,Goiás,Cartao Crédito,Graos Blue,Maria Clara,"94,62","1734,7",Acessório
111170,Nordeste,Roupa para Cao Billaboard,"41,23",83.0,"3422,09",11/2/2021,Pernambuco,Cartao Débito,Gold Beach,Claudio,"102,92","1415,15",Acessório
111172,Sudeste,Roupa para Cao Billaboard,"50,54",83.0,"4194,82",12/10/2021,Sao Paulo,Pix,Papa Léguas,Miriam,"126,16","1734,7",Acessório
111208,Norte,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"367,08",5.0,"1835,4",1/7/2021,Tocantins,Cartao Crédito,Rapid Pink,Dolores,"55,2",759,Medicamento
111217,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"379,05",83.0,"31461,15",10/2/2021,Ceará,Dinheiro,Gold Beach,Neide,"946,2","13010,25",Medicamento
111253,Sul,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"41,23",83.0,"3422,09",4/10/2021,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"77,19","1415,15",Medicamento
111270,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"30,59",5.0,"152,95",15/12/2021,Pernambuco,Cartao Débito,Gold Beach,Claudio,"3,45",92,Higiene e Limpeza
111280,Norte,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",83.0,"3422,09",15/02/2021,Amapá,Dinheiro,Rapid Pink,Maria Linda,"25,73","2058,4",Higiene e Limpeza
111311,Centro Oeste,Kit Banho e Tosa com Escova PetShop Caopeon,"83,79",83.0,"6954,57",14/02/2021,Goiás,Cartao Débito,Graos Blue,Maria Clara,"261,45","4183,2",Higiene e Limpeza
111325,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,"87,78",83.0,"7285,74",11/10/2021,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"273,9","4382,4",Higiene e Limpeza
111326,Sul,Kit Banho e Tosa com Escova PetShop Caopeon,"82,46",83.0,"6844,18",25/12/2021,Paraná,Cartao Crédito,Tree True,Beatriz,"257,3","4116,8",Higiene e Limpeza
111381,Norte,Racao Royal Canin Club Performance para Caes Adultos,"293,93",83.0,"24396,19",25/12/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"366,86","7337,2",Alimentacao
111400,Sudeste,Racao Royal Canin Club Performance para Caes Adultos,"275,31",83.0,"22850,73",23/12/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"343,62","6872,4",Alimentacao
111449,Sudeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"34,58",83.0,"2870,14",23/12/2021,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,"43,16",1079,Alimentacao
111456,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"35,91",5.0,"179,55",9/11/2021,Pará,Dinheiro,Rapid Pink,Julia,"4,05","40,5",Petisco
111462,Centro Oeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"39,9",83.0,"3311,7",16/02/2021,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"74,7",747,Petisco
111473,Sudeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"37,24",83.0,"3090,92",14/02/2021,Minas Gerais,Cartao Débito,Papa Léguas,Monique,"69,72","697,2",Petisco
111490,Nordeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"7,98",83.0,"662,34",22/12/2021,Alagoas,Cartao Débito,Gold Beach,Marta,"14,94","149,4",Petisco
111508,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"33,25",83.0,"2759,75",23/12/2021,Tocantins,Cartao Débito,Rapid Pink,Dolores,83,830,Petisco
111510,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"33,25",83.0,"2759,75",2/10/2021,Amazonas,Pix,Rapid Pink,Silvia,83,830,Petisco
111533,Norte,Meias esportivas para caes para ambientes internos e externos,"42,56",83.0,"3532,48",23/12/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"106,24","1062,4",Acessório
111537,Centro Oeste,Meias esportivas para caes para ambientes internos e externos,"42,56",83.0,"3532,48",25/12/2021,Mato Grosso,Pix,Graos Blue,Andressa,"106,24","1062,4",Acessório
111544,Nordeste,Meias esportivas para caes para ambientes internos e externos,"42,56",83.0,"3532,48",11/2/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"106,24","1062,4",Acessório
111580,Norte,Bandana Disney Mickey Fábrica Petti ,"15,96",5.0,"79,8",24/08/2021,Amapá,Dinheiro,Rapid Pink,Maria Linda,"1,2",42,Acessório
111587,Centro Oeste,Bandana Disney Mickey Fábrica Petti ,"17,29",83.0,"1435,07",24/12/2021,Mato Grosso,Pix,Graos Blue,Andressa,"21,58","755,3",Acessório
111591,Nordeste,Bandana Disney Mickey Fábrica Petti ,"9,31",83.0,"772,73",16/02/2021,Bahia,Boleto Bancário,Gold Beach,Sonia,"11,62","406,7",Acessório
111601,Sul,Bandana Disney Mickey Fábrica Petti ,"10,64",83.0,"883,12",22/12/2021,Paraná,Dinheiro,Tree True,Beatriz,"13,28","464,8",Acessório
111606,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",18/02/2021,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
111607,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",16/04/2021,Rondônia,Pix,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
111609,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",28/12/2021,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
111613,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",3/2/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
111614,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",25/03/2021,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
111619,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",9/7/2021,Paraíba,Pix,Gold Beach,Cristina,"1,76","35,2",Alimentacao
111621,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",24/09/2021,Piauí,Dinheiro,Gold Beach,Cristian,"1,84","36,8",Alimentacao
111622,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",16/01/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
111625,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",9/12/2021,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
111626,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",14/10/2021,Paraná,Dinheiro,Tree True,Beatriz,"1,28","25,6",Alimentacao
111637,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",22/08/2021,Mato Grosso,Cartao Crédito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
111638,Centro Oeste,Bola Pet Vinil Big Blue,"29,26",83.0,"2428,58",14/02/2021,Mato Grosso do  Sul,Dinheiro,Graos Blue,Ligia,"36,52","730,4",Brinquedo
111644,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",16/03/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
111646,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",9/7/2021,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
111653,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",15/06/2021,Rio Grande do Sul,Cartao Crédito,Tree True,Vivian,"1,6",32,Brinquedo
111673,Sudeste,Cama média almofadada Pity,"75,81",5.0,"379,05",27/05/2021,Minas Gerais,Boleto Bancário,Papa Léguas,Monique,"2,85",171,Acessório
111680,Norte,Penas Gatito,"21,28",83.0,"1766,24",3/10/2021,Amapá,Cartao Débito,Rapid Pink,Maria Linda,"13,28","956,16",Brinquedo
111713,Centro Oeste,Mordedor de Corda Bola,"15,96",83.0,"1324,68",1/10/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"29,88","597,6",Brinquedo
111728,Sul,Mordedor de Corda Bola,"14,63",83.0,"1214,29",2/10/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"27,39","474,76",Brinquedo
111770,Nordeste,Roupa para Cao Billaboard,"51,87",83.0,"4305,21",22/12/2021,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"129,48","1780,35",Acessório
111826,Sul,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"397,67",83.0,"33006,61",3/10/2021,Paraná,Dinheiro,Tree True,Beatriz,"744,51","13649,35",Medicamento
111830,Norte,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"57,19",83.0,"4746,77",23/12/2021,Amapá,Cartao Débito,Rapid Pink,Maria Linda,"107,07","1962,95",Medicamento
111859,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,"35,91",5.0,"179,55",31/05/2021,Roraima,Dinheiro,Rapid Pink,Adriana,"4,05",108,Higiene e Limpeza
111933,Norte,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"54,53",83.0,"4525,99",3/10/2021,Tocantins,Cartao Crédito,Rapid Pink,Dolores,"102,09","1701,5",Bebedouros e Comedouros
111952,Sul,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"58,52",5.0,"292,6",14/05/2021,Santa  Catarina,Cartao Crédito,Tree True,Vitória,"6,6",110,Bebedouros e Comedouros
111983,Norte,Racao Royal Canin Club Performance para Caes Adultos,"291,27",83.0,"24175,41",1/10/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"363,54","7270,8",Alimentacao
112015,Nordeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","125,02",83.0,"10376,66",1/10/2021,Alagoas,Boleto Bancário,Gold Beach,Marta,"156,04",3901,Alimentacao
112023,Sudeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","134,33",83.0,"11149,39",10/2/2021,Minas Gerais,Cartao Crédito,Papa Léguas,Monique,"167,66","4191,5",Alimentacao
112034,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"26,6",83.0,"2207,8",11/2/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"33,2",830,Alimentacao
112045,Nordeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"54,53",5.0,"272,65",29/06/2021,Pernambuco,Cartao Débito,Gold Beach,Claudio,"4,1","102,5",Alimentacao
112075,Sudeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"39,9",83.0,"3311,7",15/02/2021,Espírito Santo,Pix,Papa Léguas,Tereza,"74,7",747,Petisco
112101,Sul,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",83.0,"772,73",15/02/2021,Paraná,Cartao Crédito,Tree True,Beatriz,"17,43","174,3",Petisco
112161,Centro Oeste,Cama Coracao Coroa Pet Nest Almofada Lavável,"118,37",83.0,"9824,71",12/10/2021,Goiás,Boleto Bancário,Graos Blue,Maria Clara,"369,35","4432,2",Acessório
112205,Norte,Biscoito  True Champion 300g,"27,93",83.0,"2318,19",15/02/2021,Amapá,Pix,Rapid Pink,Maria Linda,"34,86","697,2",Alimentacao
112206,Norte,Biscoito  True Champion 300g,"29,26",83.0,"2428,58",23/12/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"36,52","730,4",Alimentacao
112207,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",4/1/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
112209,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",11/12/2021,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
112213,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",12/1/2021,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
112214,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",18/09/2021,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
112216,Nordeste,Biscoito  True Champion 300g,"25,27",83.0,"2097,41",24/12/2021,Bahia,Cartao Crédito,Gold Beach,Sonia,"31,54","630,8",Alimentacao
112219,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",1/6/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
112221,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",10/8/2021,Piauí,Pix,Gold Beach,Cristian,"1,84","36,8",Alimentacao
112222,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",5/12/2021,Sao Paulo,Cartao Crédito,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
112225,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",27/07/2021,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
112226,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",6/12/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
112237,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",7/3/2021,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
112244,Nordeste,Bola Pet Vinil Big Blue,"29,26",83.0,"2428,58",23/12/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"36,52","730,4",Brinquedo
112246,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",6/7/2021,Piauí,Pix,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
112253,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",20/07/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
112289,Centro Oeste,Penas Gatito,"18,62",83.0,"1545,46",25/12/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"11,62","836,64",Brinquedo
112292,Nordeste,Penas Gatito,"23,94",83.0,"1987,02",3/10/2021,Ceará,Cartao Débito,Gold Beach,Neide,"14,94","1075,68",Brinquedo
112294,Nordeste,Penas Gatito,"19,95",83.0,"1655,85",14/02/2021,Paraíba,Boleto Bancário,Gold Beach,Cristina,"12,45","896,4",Brinquedo
112298,Sudeste,Penas Gatito,"18,62",83.0,"1545,46",4/10/2021,Minas Gerais,Cartao Débito,Papa Léguas,Monique,"11,62","836,64",Brinquedo
112301,Sul,Penas Gatito,"18,62",83.0,"1545,46",12/10/2021,Paraná,Cartao Débito,Tree True,Beatriz,"11,62","836,64",Brinquedo
112318,Nordeste,Mordedor de Corda Bola,"15,96",83.0,"1324,68",11/10/2021,Maranhao,Boleto Bancário,Gold Beach,Clarice,"29,88","597,6",Brinquedo
112327,Sul,Mordedor de Corda Bola,"17,29",83.0,"1435,07",25/12/2021,Santa  Catarina,Pix,Tree True,Vitória,"32,37","561,08",Brinquedo
112343,Nordeste,Roupa para Gato Petti,"61,18",83.0,"5077,94",25/12/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,"114,54","1985,36",Acessório
112364,Centro Oeste,Roupa para Cao Billaboard,"41,23",83.0,"3422,09",24/12/2021,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"102,92","1415,15",Acessório
112388,Centro Oeste,Vitamina E Granulado BigForce,"78,47",83.0,"6513,01",22/12/2021,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"195,88","2693,35",Medicamento
112413,Centro Oeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"359,1",83.0,"29805,3",22/12/2021,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"896,4","12325,5",Medicamento
112428,Sul,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"368,41",83.0,"30578,03",23/12/2021,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"689,73","12645,05",Medicamento
112461,Centro Oeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"31,92",83.0,"2649,36",10/2/2021,Goiás,Dinheiro,Graos Blue,Maria Clara,"59,76","1593,6",Higiene e Limpeza
112470,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"30,59",83.0,"2538,97",12/10/2021,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"57,27","1527,2",Higiene e Limpeza
112475,Sudeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"30,59",83.0,"2538,97",4/10/2021,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"38,18","1527,2",Higiene e Limpeza
112524,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,"82,46",83.0,"6844,18",4/10/2021,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,"257,3","4116,8",Higiene e Limpeza
112567,Nordeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1060,01",83.0,"87980,83",4/10/2021,Ceará,Cartao Crédito,Gold Beach,Neide,"4630,57","19845,3",Bebedouros e Comedouros
112580,Norte,Racao Royal Canin Club Performance para Caes Adultos,"295,26",83.0,"24506,58",2/10/2021,Amapá,Dinheiro,Rapid Pink,Maria Linda,"368,52","7370,4",Alimentacao
112608,Norte,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","123,69",83.0,"10266,27",15/02/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"154,38","3859,5",Alimentacao
112692,Nordeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"10,64",83.0,"883,12",2/10/2021,Ceará,Boleto Bancário,Gold Beach,Neide,"19,92","199,2",Petisco
112729,Norte,Meias esportivas para caes para ambientes internos e externos,"42,56",83.0,"3532,48",15/02/2021,Acre,Boleto Bancário,Rapid Pink,Carlos,"106,24","1062,4",Acessório
112758,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"118,37",83.0,"9824,71",1/10/2021,Tocantins,Cartao Crédito,Rapid Pink,Dolores,"369,35","4432,2",Acessório
112778,Sul,Cama Coracao Coroa Pet Nest Almofada Lavável,"111,72",83.0,"9272,76",24/12/2021,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"348,6","4183,2",Acessório
112803,Sul,Bandana Disney Mickey Fábrica Petti ,"11,97",83.0,"993,51",11/2/2021,Rio Grande do Sul,Cartao Crédito,Tree True,Vivian,"14,94","522,9",Acessório
112806,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",3/2/2021,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
112807,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",20/02/2021,Rondônia,Pix,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
112809,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",20/02/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
112810,Norte,Biscoito  True Champion 300g,"27,93",83.0,"2318,19",11/2/2021,Amazonas,Cartao Crédito,Rapid Pink,Silvia,"34,86","697,2",Alimentacao
112813,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",29/01/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"2,08","41,6",Alimentacao
112814,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",5/9/2021,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"2,24","44,8",Alimentacao
112817,Nordeste,Biscoito  True Champion 300g,"26,6",83.0,"2207,8",25/12/2021,Ceará,Pix,Gold Beach,Neide,"33,2",664,Alimentacao
112819,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",21/07/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
112821,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",11/1/2021,Piauí,Dinheiro,Gold Beach,Cristian,"1,84","36,8",Alimentacao
112822,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",10/9/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
112825,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",9/2/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
